Date,Brand,Title,Image
17/08/2024,Mantecorp,Episol Intense FPS 50 - Protetor Solar 200ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20060431/c29af11d-f619-4183-8a26-f8b9ed02002d-20060431-mantecorp-skincare-pr-sol-h-fps50-200ml.png"
17/08/2024,Mantecorp,Episol Antiox FPS 60 - Protetor Solar 60g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/84147/f02da493-442d-423d-a143-8641b51e92ad-84147-mantecorp-episol-antiox-protetor-solar-fps60-60g.png"
17/08/2024,Bioage,Bio-SunProtect Antienvelhecimento FPS30 Translúcido - Protetor Solar 45g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20056024/e9058aae-a899-43f4-af0b-73b8f431e9cf-20056024-bioage-gel-creme-fps30-translucido-45g.png"
17/08/2024,Darrow,Actine FPS30 - Protetor Solar com Cor 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/70622/7b942166-2742-42f3-92cf-668630615ddd-darrow-actine-fps30-protetor-solar-com-cor-40g.png"
17/08/2024,NIVEA,Cellular com Ácido Hialurônico - Sérum Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/20049477/20049477.png"
17/08/2024,ISDIN,ISDINCEUTICS Hyaluronic Moisture Sensitive Skin - Creme Redutor de Linhas Hidratante 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20065929/00c830c0-2814-4c9c-96f7-289b49095743-20065929-isdin-hyal-moist-sens-skin-cr-ant-id-50g.png"
17/08/2024,Anasol,Base Hidratante Multifunção FPS 75 - Protetor Solar com Cor 60g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/79664/68b46413-c8d2-4bce-b5c2-8e6b1ddd4d4c-anasol-base-hidratante-multifuncao-fps-75-protetor-solar-com-cor-60g.png"
17/08/2024,Principia,Mix-02 - Sérum Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP79305/83165deb-9b5b-451a-9ac5-5bc17c47764d-principia-mix02-serum-facial-30ml.png"
17/08/2024,Darrow,Actine Ultra FPS80 - Protetor Solar sem Cor 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20045852/043df35a-9ef2-4fae-b138-43d68c465631-darrow-actine-ultra-fps80-protetor-solar-40g.png"
17/08/2024,Ada Tina,Normalize FPS80 - Protetor Solar 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP59042/7ee16908-10d2-4330-aa32-20328351d59a-ada-tina-normalize-fps80-protetor-solar-30ml.png"
17/08/2024,EXTRATOS DA TERRA,Extratos da Terra Hidratante Facial Hydra Face 50g - Normal,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP166247/6eeb5ae9-0fd0-44ea-97b4-e021d865f896-mp166247-extratos-da-terra-hidratante-facial-hydra-face-50g-normal.png"
17/08/2024,Peel Line,Probiótica - Adstringente Facial 140ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP97840/530cec31-9f6d-4e9e-98ce-783a61c67ab7-mp97840-locao-pro-equilibrio-probiotica-peel-line-140ml.png"
17/08/2024,Bio Soft,Creme Lisa Clareador Facial,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP161022/15f98eb0-02a9-4ac6-a19d-3d72b076f17c-2023-11-10t125927821590238-creme-lisa-clareador-facialjpg12262193892717366174.jpg"
17/08/2024,Cosmobeauty,Blur D FPS 99 PPD 34 Bege - Protetor Solar com Cor 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP179750/a94e36f6-4775-452d-a111-32000d0abfda-2024-01-23t220919352440253-cosmobeauty-blur-d-cosmoblock-18h-firmador-fps-99-bege-50gjpg13505420588051036108.jpg"
17/08/2024,Principia,AG-10 - Sérum Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP79297/3c95ff07-aaca-4f19-b44f-19b08478f4c0-principia-ag10-serum-facial-30ml.png"
17/08/2024,Principia,VC-10 - Sérum Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP79309/0068bf3f-04b0-4155-a13f-08fcd633c3d6-principia-vc10-serum-facial-30ml.png"
17/08/2024,Dermachem,Ativador de Limpeza - Adstringente Facial 120ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP89308/e1a8302f-5d18-4cbe-bbc5-1a8ee1e605ab-mp89308-dermachem-ativador-facial-de-limpeza-adstringente-120ml-7318.png"
17/08/2024,Lancôme,Rénergie Multi-Lift FPS 15 - Creme Redutor de Linhas Diurno 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/5/lancome-renergie-multi-lift-fps-15-creme-anti-idade-diurno-50ml-52756-1525564276126695115.jpg"
17/08/2024,Cosmobeauty,Blur D FPS 99 PPD 34 Bege - Protetor Solar com Cor 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP179750/a94e36f6-4775-452d-a111-32000d0abfda-2024-01-23t220919352440253-cosmobeauty-blur-d-cosmoblock-18h-firmador-fps-99-bege-50gjpg13505420588051036108.jpg"
17/08/2024,Clarins,Hydra-Essentiel [HA²] - Gel Hidratante Facial 75ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20055702/b3eca8e6-71dd-46ad-9816-98aa51639021-20055702-clarins-hydra-essentiel-mat-gel-75ml.png"
17/08/2024,Arte dos Aromas,Exfoliating Wash - Sabonete Esfoliante Facial 110ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP34621/ecd3f2da-a7fa-40b9-9407-f9262bf13a4e-arte-dos-aromas-exfoliating-wash-sabonete-esfoliante-facial-110ml.png"
17/08/2024,Creamy,Retinol - Gel-Creme Redutor de Linhas 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP43245/1b204c3b-5451-4bc8-8137-da346796c6fc-creamy-retinol-gelcreme-antiidade-30g.png"
17/08/2024,Cosmobeauty,Stick Blur FPS 75 PPD 25 Bronze - Base em Bastão 18g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP193597/2c5da568-cafe-471b-981e-191af9689e79-2024-02-16t171809922890351-cosmobeauty-filtro-solar-stick-blur-fps-75-ppd-25-bronze-18gjpg6204916104559307672.jpg"
17/08/2024,Eucerin,Hyaluron-Filler + 3x Effect - Creme Redutor de Linhas Hidratante 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/20054585/20054585.png"
17/08/2024,Ada Tina,Biosole Mat FPS 50 - Protetor Solar 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/68452/e7f46b6f-47b3-4616-8d2a-be8b70041ff1-ada-tina-biosole-mat-fps-50-protetor-solar-40ml.png"
17/08/2024,Vichy,Neovadiol Menopausa FPS50 - Creme Uniformizador 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20064069/5cba4a32-ff59-46ff-876b-416b0ebb7055-20064069-vichy-neovadiol-cr-unifor-tom-fps50-50ml.png"
17/08/2024,ISDIN,Isdinceutics A.G.E. Reverse Day - Creme Redutor de Linhas 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/82807/9348c381-6447-4b11-90ef-18e8c57fa15c-82807-isdin-isdinceutics-a-g-e-reverse-rejuvenescedor-facial-50ml.png"
17/08/2024,Darrow,Actine FPS60 - Protetor Solar com Cor 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/70624/ad6c3a4e-587a-4714-b563-c767fe497426-darrow-actine-fps60-protetor-solar-com-cor-40g.png"
17/08/2024,Principia,VC-95 - Pó Ultrafino Facial 10g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP79301/19395b86-310c-4baa-9e16-f00e43939afb-principia-vc95-po-ultrafino-facial-10g.png"
17/08/2024,NUPILL,Sabonete Líquido Nupill Firmness Intensive Facial Nano Hyaluronic 200ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP215206/e480999b-8066-49cb-9af9-d8eaf3b7a787-2024-03-27t093351395140113-sabonete-liquido-nupill-firmness-intensive-facial-nano-hyaluronic-200mljpg12847120062996746510.jpg"
17/08/2024,Brazinco,FPS50 Bege Médio - Protetor Solar em Bastão 14g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP201524/36c9c558-69a0-4ae2-98ac-1bb08607c843-mp201524-protetor-solar-facial-em-bastao-brazinco-fps50-bege-medio.png"
17/08/2024,Anasol,FPS 30 Base Clara - Protetor Solar com Cor 60g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/79661/b60a7732-73bb-4626-b819-066abd314b65-anasol-fps-30-base-clara-protetor-solar-com-cor-60g.png"
17/08/2024,Quintal,Mineralis FPS50+ - Protetor Solar Mineral 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20049808/f2101efd-046c-4be6-a85b-af63d3cb6442-20049808-quintal-mineralis-prot-sol-fps-50-pa-40g.png"
17/08/2024,Marina Smith,Biótica - Sérum Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20048000/c4be4865-c522-4d72-a224-d0310e55f24f-marina-smith-biotica-serum-facial-30ml.png"
17/08/2024,Labotrat,Máscara Facial de Argila Preta Antiporosidade & Regeneradora 130g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP170971/2efdb951-206d-44c4-b474-98aaa3f60cc9-2023-12-15t225836362937151-mascara-facial-de-argila-preta-antiporosidade-e-regeneradora-labotrat-130gjpg11683803238305747985.jpg"
17/08/2024,Elemento Mineral,"Argila Verde &amp, Pó de Água-marinha - Máscara Facial 30g","https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/5/elemento-mineral-argila-verde-eamp-po-de-agua-marinha-mascara-facial-30g-45351-4906477891330854826.png"
17/08/2024,Peel Line,White Gold - Tônico Facial 140ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP97885/f1a0efd8-f191-4ba6-ad35-fa2e1682275e-mp97885-serum-tonico-antioxidante-white-gold-peel-line-140-ml.png"
17/08/2024,Cetaphil,Healthy Renew - Creme Reparador Noturno 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20054813/81ecbcd4-8033-4ecd-8712-74ab2bb00989-cetaphil-healthy-renew-night-repair-creme-de-reparacao-noturna-50ml.png"
17/08/2024,Libbs,CT-Amina - Creme Uniformizante 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP70991/aeef301f-8625-433c-895e-177993fb48bd-libbs-ctamina-creme-uniformizante-30g.png"
17/08/2024,Bioage,Bio-SunProtect Uniformizador FPS60 - Protetor Solar 45g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20056025/5ec72687-852e-4cb5-89bd-61b23b8c7d1d-20056025-bioage-gel-creme-fps60-clarea-transl-45g.png"
17/08/2024,Payot,Kit Vitamina C Máscara Facial e Hidratante Diurno FPS30 (2 produtos),"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP148438/70f1ac98-ff5c-4fe7-86f0-b9295f36adba-2023-10-27t093220405351412-61dd747099d5404f13dc824a-16132434501516668976.jpg"
17/08/2024,Principia,"Rn-0,3 - Sérum Facial 30ml","https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP79308/32cf388e-6af6-4c1d-9fff-af089d3b8c64-principia-rn03-serum-facial-30ml.png"
17/08/2024,Esthederm,Intensive Propolis + Ferulic Acid - Creme Antioxidante e Redutor de Linhas 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/95360/92bd8e21-9930-44ad-b033-b93206cb7b5a-esthederm-intensive-propolis-ferulic-acid-skin-perfecting-cream-creme-antiidade-50ml.png"
17/08/2024,Ada Tina,Soleize Mineral FPS 66 Com Cor - Protetor Solar Físico 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP32820/f0dfff11-4c64-4cf9-baa3-44df0e396e42-ada-tina-soleize-mineral-fps-66-com-cor-protetor-solar-fisico-30ml.png"
17/08/2024,Cicatricure,Gold Lift Diurno - Creme Redutor de Linhas 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP70874/c40a0ffa-d87e-4f6e-80aa-7b1e281ef56c-62fabdfea5a3c917225fd088-16970829848967814560.jpg"
17/08/2024,Bioage,Bio-SunProtect Antienvelhecimento FPS60 Bege Médio - Protetor Solar 45g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/20056000/20056000_a.png"
17/08/2024,Vichy,Neovadiol Phytosculpt - Creme Redutor de Linhas para Pescoço 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/83232/d3517628-5911-4834-9991-4dc24a0a1116-vichy-neovadiol-phytosculpt-creme-antiidade-para-pescoco-50ml.png"
17/08/2024,Bioderma,Kit Pigmentbio - Sabonete Esfoliante e Gel Creme Clareador Facial Daily Care,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP101920/0b69dc05-7aff-426d-b880-63f235c4cc4b-kit-bioderma-pigmentbio-sabonete-esfoliante-e-gel-creme-clareador-facial-daily-carejpg4111839352592654801.jpg"
17/08/2024,Clinique,Even Better Brightening Essence Lotion - Loção Hidratante Facial 175ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20055109/77806b4a-bd92-4ae3-867c-b29cc86df590-20055109-clinique-even-better-bri-locao-fac-175ml.png"
17/08/2024,Ada Tina,Biosole FPS 90 - Protetor Solar 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP73275/55ac03ad-8049-472e-bbec-5cb7d6c8b122-mp73275-biosole-fps-90-protecao-anti-melasma-40ml.png"
17/08/2024,Ada Tina,Biosole Hyal FPS 60 - Protetor Solar Redutor de Linhas 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP73297/8a6ebaa0-b448-48dc-9ccc-049286a77773-mp73297-protetor-solar-preenchedor-clareador-anti-idade-biosole-hyal-fps-60-30ml.png"
17/08/2024,Cicatricure,Gold Lift Diurno - Creme Redutor de Linhas 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP70874/c40a0ffa-d87e-4f6e-80aa-7b1e281ef56c-62fabdfea5a3c917225fd088-16970829848967814560.jpg"
17/08/2024,Esthederm,Kit Estherm Anti-Idade Lift & Repair - Sérum Facial e Creme para os Olhos,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP89055/69000a9c-92c0-461c-a409-63341a75fe6c-kit-estherm-anti-idade-lift-e-repair-serum-facial-e-creme-para-os-olhosjpg12710139736455005778.jpg"
17/08/2024,Profuse,Clair - Creme Clareador 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20044483/53377295-0939-4a31-9018-f58b616c5260-profuse-clair-creme-clareador-30g.png"
17/08/2024,EXTRATOS DA TERRA,Extratos da Terra Hidratante Facial Hydra Face 50g - Normal,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP166247/6eeb5ae9-0fd0-44ea-97b4-e021d865f896-mp166247-extratos-da-terra-hidratante-facial-hydra-face-50g-normal.png"
17/08/2024,Peel Line,Probiótica - Adstringente Facial 140ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP97840/530cec31-9f6d-4e9e-98ce-783a61c67ab7-mp97840-locao-pro-equilibrio-probiotica-peel-line-140ml.png"
17/08/2024,Ruby Rose,Melu - Tônico Facial 100ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP65247/98ff9942-b991-4f6a-82b4-cfad05e80a32-ruby-rose-melu-tonico-facial-100ml.png"
17/08/2024,Darrow,Nutriol Cicamed - Creme Multirreparador 20g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20063816/42d67fa4-9f4c-4850-af29-9196dc276ce9-20063816-darrow-nutriol-cicamed-20g.png"
17/08/2024,Ruby Rose,On Off - Peeling Gel Facial 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP69175/4af3d1ce-9a29-41b7-9d32-15223f4e2bb6-ruby-rose-on-off-peeling-gel-facial-50g.png"
17/08/2024,Dermachem,Ativador de Limpeza - Adstringente Facial 120ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP89308/e1a8302f-5d18-4cbe-bbc5-1a8ee1e605ab-mp89308-dermachem-ativador-facial-de-limpeza-adstringente-120ml-7318.png"
17/08/2024,TB Make,Acness - Sérum Facial 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20051965/562639f1-1bae-4edc-9f41-f52220dad5a8-tb-make-acness-serum-facial-40g.png"
17/08/2024,Bioderma,Kit Pigmentbio - Sabonete Esfoliante e Água Micelar e Gel Creme Daily Care FPS 50+ e Creme Clareador Facial Noturno,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP101923/f7a4a7bd-a78d-4831-ad77-9304cae16e04-kit-bioderma-pigmentbio-sabonete-esfoliante-e-agua-micelar-e-gel-creme-daily-care-fps-50-e-creme-clareador-facial-noturnojpg12025391274379653566.jpg"
17/08/2024,Natupele,Acnesse Intensive - Gel de Limpeza Facial Antiacne 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP5521/bd621585-7fe7-43a9-a146-a3b5c93cb66a-natupele-acnesse-intensive-gel-de-limpeza-facial-antiacne-30g.png"
17/08/2024,Extraordinários Botanicals,- Sérum Facial Concentrado 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP169303/3b66019c-6021-4b20-8879-92b5deecbf0f-mp169303-serum-concentrado-30ml.png"
17/08/2024,Esthederm,Kit Estherm Facial Anti-Idade Lift & Repair - Sérum e Creme,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP89006/75951a2b-3182-4856-b274-f3b2fea494cf-kit-estherm-facial-anti-idade-lift-e-repair-serum-e-cremejpg18206443657474250064.jpg"
17/08/2024,"Quem Disse, Berenice?","Quem Disse, Berenice? Skin.q Acordei no Glow - Sérum Facial Restaurador 5ml","https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/Q50572/38a60452-d6e1-472d-b633-34aa216ac451-quem-disse-berenice-skinq-acordei-no-glow-serum-facial-restaurador-5ml.png"
17/08/2024,Dermachem,Vitamina C com Íons - Sabonete Líquido Facial 100ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP89315/a552a264-ca9d-4da3-ad62-d4f14499c5ce-dermachem-vitamina-c-com-ions-sabonete-liquido-facial-100ml.png"
17/08/2024,Guerlain,Abeille Royale Bee Glow - Sérum Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/94685/19de0803-e28f-4ec0-8d69-3b18da5bde6a-guerlain-abeille-royale-bee-glow-serum-facial-30ml.png"
17/08/2024,Tulípia Cosméticos,"Hidrasol Fotoprotetor Facial, Tulipia,  FPS 60 PPD 20 Seco Antioxidante Pele Sensível Hidrata 50G","https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP235227/3cbba09f-1fe3-4971-b8a9-9cbc54af4308-2024-05-09t220848828574098-65cb580ec4936428e554a6dc-2312623384021271950.jpg"
17/08/2024,Cosmobeauty,CollageMax Cream 50+ - Creme Redutor de Linhas 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP189450/1f6a2a1e-956d-4835-993d-d6934a4b0544-2024-02-10t114232623788211-65b0fb9063b0943587e8ed71-6545615480386317458mp189450.jpg"
17/08/2024,Ada Tina,Biosole Hyal FPS 60 - Protetor Solar Redutor de Linhas 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP73297/8a6ebaa0-b448-48dc-9ccc-049286a77773-mp73297-protetor-solar-preenchedor-clareador-anti-idade-biosole-hyal-fps-60-30ml.png"
17/08/2024,NIVEA,Kit Cuidado Facial Skin Care Nivea Pele Mista e Oleosa  - Gel Hidratante / Tônico Adstringente / Sabonete de Gel de limp,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP217933/2a749faf-e846-455b-b6b4-d819715249e9-mp217933-kit-cuidado-facial-skin-care-nivea-pele-mista-e-oleosa-gel-hidratante-tonico-adstringente-sabonete-de-gel-de-limp.png"
17/08/2024,Principia,VC-95 - Pó Ultrafino Facial 10g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP79301/19395b86-310c-4baa-9e16-f00e43939afb-principia-vc95-po-ultrafino-facial-10g.png"
17/08/2024,Lenveur,Supreme - Creme Redutor de Linhas 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/MP144984/12230-srum-anti-ge-advanced-repair-com-efeito-botox-lenveur-25g-1jpg"
17/08/2024,NUPILL,Sabonete Líquido Nupill Firmness Intensive Facial Nano Hyaluronic 200ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP215206/e480999b-8066-49cb-9af9-d8eaf3b7a787-2024-03-27t093351395140113-sabonete-liquido-nupill-firmness-intensive-facial-nano-hyaluronic-200mljpg12847120062996746510.jpg"
17/08/2024,Adcos,Collagen Filler Up Concentrado Volumizador - Creme Redutor de Linhas 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP237494/244d2aa3-64ac-41fc-9624-3f9efcd31670-2024-05-16t155721764836753-645a9a5df3245827c960d5c4-7987785475362969185.jpg"
17/08/2024,Clarins,Total Eye Lift - Creme para Área dos Olhos 15ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/82324/82324-.png"
17/08/2024,Dermage,Hyaluage Complex HA5 - Gel Creme Redutor de Linhas 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/71530/078a9b30-07af-4f46-b86b-69b09f1e1d8c-7895389146448.jpg"
17/08/2024,NIVEA,Nivea Luminous 630 Complexo de Reparação Noturna - Creme Antimanchas Noturno 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/20055859/20055859_a.png"
